book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,authors,original_publication_year,original_title,language_code,average_rating,ratings_count
481,43889,43889,1323305,90,765346524,Terry Goodkind,1994,Wizard's First Rule,eng,4.13,175771
482,6837103,6837103,7048306,46,1439153663,Kathleen Grissom,2010,The Kitchen House,en-CA,4.18,168082
483,5113,5113,3118417,125,316769029,J.D. Salinger,1961,Franny and Zooey,en-US,3.98,152906
484,29059,29059,3185242,84,385720920,Chuck Palahniuk,2001,Choke,eng,3.69,154643
485,4934,4934,3393910,1072,374528373,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,Братья Карамазовы,eng,4.3,155838
486,307791,307791,2285229,69,375822747,Jeanne DuPrau,2003,The City of Ember,eng,3.85,198809
487,7670,7670,997271,122,60541814,Michael Crichton,1969,The Andromeda Strain,,3.87,173186
488,11566,11566,15599,162,451933028,Stephen King,1996,The Green Mile,eng,4.42,173950
489,2547,2547,2938937,721,000100039X,Kahlil Gibran,1923,The Prophet,eng,4.22,142641
490,15196,15196,1947012,37,394541553,Art Spiegelman,1985,Maus: A Survivor's Tale : My Father Bleeds History,eng,4.35,184007
491,2866718,2866718,2892871,67,312379838,"P.C. Cast, Kristin Cast",2008,Untamed: A House of Night Novel,en-US,3.95,191743
492,7967,7967,2327777,99,812550757,Orson Scott Card,1986,Speaker for the Dead,en-US,4.04,164287
493,11138,11138,801500,152,684823780,C.S. Lewis,1952,Mere Christianity,eng,4.31,184759
494,29044,29044,221359,141,1400031702,Donna Tartt,1992,The Secret History,eng,4.07,168405
495,4953,4953,42857,65,375725784,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius,eng,3.68,145459
496,1295,1295,1584694,161,553381679,Jean M. Auel,1980,The Clan of the Cave Bear,eng,4.02,176062
497,3685,3685,4639714,1033,439228905,Anna Sewell,1877,Black Beauty,eng,3.94,183255
498,656,656,4912783,1017,192833987,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,Война и миръ,eng,4.11,168037
499,28676,28676,2270060,144,679735771,Bret Easton Ellis,1991,American Psycho,eng,3.81,166083
500,38980,38980,2073907,125,613371658,Meg Cabot,2000,The Princess Diaries,eng,3.76,193140
501,7061,7061,826298,108,1400034779,Alexander McCall Smith,1998,The No. 1 Ladies' Detective Agency ,eng,3.75,180320
502,138398,138398,30474,36,1582406723,"Robert Kirkman, Tony Moore",2004,"The Walking Dead, Vol. 1: Days Gone Bye",en-GB,4.3,164530
503,70535,70535,208362,221,451457994,Arthur C. Clarke,1968,2001: A Space Odyssey,eng,4.12,170841
504,11422,11422,820210,63,1590525132,Francine Rivers,1991,,eng,4.48,157506
505,27523,27523,972769,63,842342702,"Tim LaHaye, Jerry B. Jenkins",1995,Left Behind:  A Novel of the Earth's Last Days,eng,3.81,161173
506,18635016,18635016,21587145,94,62059998,Kiera Cass,2014,The One,eng,4.21,139544
507,7938275,7938275,11349083,78,545265355,Suzanne Collins,2010,The Hunger Games Box Set,eng,4.49,129665
508,1869,1869,1840613,57,805063897,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America,eng,3.6,152786
509,1358844,1358844,2855627,90,593053893,Sophie Kinsella,2008,Remember Me?,eng,3.76,170096
510,233649,233649,1574475,71,812517725,Robert Jordan,1990,The Great Hunt,en-US,4.2,162595
511,6534,6534,1045067,129,743477154,Patricia Cornwell,1990,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,eng,4.01,167379
512,23919,23919,30431,34,385074077,Edgar Allan Poe,1849,The Complete Tales of Edgar Allan Poe,en-US,4.37,160063
513,561909,561909,878114,83,553256696,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place,en-US,4.42,171384
514,3590,3590,1222101,1235,192835084,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes,eng,4.29,139816
515,16735,16735,1312477,80,553381547,Pat Conroy,1986,The Prince of Tides,eng,4.22,159596
516,3985,3985,2693329,80,312282990,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay,eng,4.17,147717
517,4268157,4268157,4315675,52,802798233,Simone Elkeles,2008,Perfect Chemistry,eng,4.07,198627
518,34268,34268,1358908,1416,805072454,"J.M. Barrie, Michael Hague",1904,Peter Pan,en-US,4.1,169306
519,24768,24768,1568076,78,689865392,Scott Westerfeld,2005,Pretties,eng,3.85,193405
520,11275,11275,2531376,125,965341984,"Haruki Murakami, Jay Rubin",1994,ねじまき鳥クロニクル [Nejimakidori kuronikuru],eng,4.17,133408
521,79885,79885,1427801,123,739465511,Michael Connelly,2005,The Lincoln Lawyer ,eng,4.14,149438
522,49628,49628,1871423,113,375507256,David Mitchell,2004,Cloud Atlas,eng,4.01,152441
523,133518,133518,1235619,56,767902890,Tim O'Brien,1990,The Things They Carried,en-US,4.12,168678
524,114683,114683,110426,15,1844137872,Banksy,1988,Wall and Piece,eng,3.83,149453
525,9593911,9593911,14480923,76,006197806X,Lauren Oliver,2012,Pandemonium,eng,4.07,181656
526,17231,17231,2113743,95,307277887,Jeff Lindsay,2004,Darkly Dreaming Dexter,eng,3.89,150055
527,110494,110494,738775,97,1841493007,Charlaine Harris,2002,Living Dead in Dallas,eng,3.97,190565
528,34897,34897,791061,62,765305119,Robert Jordan,1991,The Dragon Reborn ,eng,4.23,153809
529,7733,7733,2394716,1762,141439491,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver’s Travels,eng,3.55,168727
530,12957,12957,2080738,805,743482751,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing,eng,4.06,175616
531,52357,52357,189503,601,393320979,"Unknown, Seamus Heaney",975,Beowulf,en-US,3.42,155903
532,59980,59980,2501570,74,1401207529,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One,eng,4.23,145267
533,24817626,24817626,44458285,102,62409859,Harper Lee,2015,Go Set a Watchman,eng,3.31,138669
534,1044355,1044355,3255908,47,316143472,David Sedaris,2008,When You Are Engulfed in Flames,en-US,4.04,150898
535,8490112,8490112,13355552,89,316134023,Laini Taylor,2011,Daughter of Smoke & Bone,eng,4.04,198283
536,17878931,22328546,25037051,84,1409151174,Victoria Aveyard,2015,Red Queen,eng,4.08,83354
537,12609433,12609433,17624817,92,1400069289,Charles Duhigg,2011,The Power of Habit,eng,4.03,155977
538,386187,386187,300461,76,679751521,John Berendt,1994,Midnight in the Garden of Good and Evil,eng,3.9,167997
539,15717943,15717943,21389085,53,1301949825,Colleen Hoover,2012,Hopeless,eng,4.34,189938
540,3008,3008,1313599,11,142437018,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess,eng,4.2,199872
541,51737,51737,1032900,45,142406252,Sarah Dessen,2004,The Truth About Forever,en-US,4.13,179415
542,84119,84119,3294501,280,439861365,C.S. Lewis,1954,The horse and his boy,eng,3.9,189671
543,6527740,6527740,13385418,63,1595143068,Richelle Mead,2010,Last Sacrifice ,eng,4.42,206792
544,77767,77767,2884161,146,64400026,"Laura Ingalls Wilder, Garth Williams",1935,Little House on the Prairie,eng,4.18,195424
545,144974,144974,1602074,383,380002558,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit,eng,4.29,173469
546,629,629,175720,181,60589469,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance,eng,3.76,139411
547,8909,8909,3194841,1167,375759239,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds,eng,3.8,159752
548,162085,162085,2191061,75,60887303,Sara Shepard,2006,Pretty Little Liars,en-US,3.9,156328
549,231850,231850,261903,58,670241334,Don Freeman,1948,Corduroy,en-US,4.28,160860
550,3109,3109,3287769,54,1594200823,Michael Pollan,2006,The Omnivore's Dilemma,eng,4.17,133271
551,15790842,15790842,21443207,95,316176486,Kate Atkinson,2013,Life After Life,eng,3.74,138454
552,3462,3462,1268663,93,446696129,Nicholas Sparks,2000,The Rescue,en-US,4.1,142092
553,107291,107291,1812101,135,045057458X,Stephen King,1991,Needful Things,,3.87,153821
554,10987,10987,1131570,105,385335997,Diana Gabaldon,1993,Voyager,eng,4.38,157395
555,117251,117251,112914,3,393315053,"Kenneth Branagh, William Shakespeare",1996,,eng,4.12,156869
556,10603,10603,996156,143,307348245,Stephen King,1981,Cujo,spa,3.65,158215
557,10956,10956,812415,102,747560595,Jeffrey Eugenides,1993,The Virgin Suicides,eng,3.83,159249
558,140077,140077,1808005,88,441012183,Charlaine Harris,2004,Dead to the World,eng,4.13,199572
559,32261,32261,3331021,918,141439599,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,eng,3.77,171599
560,2175,2175,2766347,1682,192840398,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary,eng,3.64,158877
561,378,378,1782584,82,394820371,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth,en-US,4.22,178432
562,7235533,7235533,8134945,48,765326353,Brandon Sanderson,2010,The Way of Kings,eng,4.64,144822
563,140082,140082,602144,90,1841493015,Charlaine Harris,2003,Club Dead,en-GB,4.03,181323
564,248704,248704,240980,32,078685197X,Ned Vizzini,2006,It's Kind of a Funny Story,en-US,4.14,161001
565,68429,68429,2120474,60,765316889,Brandon Sanderson,2007,,eng,4.35,150736
566,25041504,25041504,44693518,94,,Jojo Moyes,2015,After You,eng,3.7,99342
567,10032672,10032672,14928278,90,034552554X,Vanessa Diffenbaugh,2011,The Language of Flowers,eng,4.07,140076
568,59960,59960,1104159,71,156389341X,"Frank Miller, Klaus Janson, Lynn Varley",1986,Batman: The Dark Knight Returns,eng,4.25,135979
569,13152,13152,1829521,96,446617792,James Patterson,2005,The Angel Experiment,eng,4.08,172302
570,285092,285092,2961887,136,1573225517,Nick Hornby,1995,High Fidelity,eng,3.94,134849
571,15925,15925,810630,88,446696110,Nicholas Sparks,2003,The Guardian,en-US,4.14,136427
572,46756,46756,3143431,109,385721676,Margaret Atwood,2003,Oryx and Crake,eng,4,151500
573,1274,1274,55001,202,60574216,John Gray,1998,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",en-US,3.52,113915
574,33313,33313,4219,78,60899220,Anthony Bourdain,2000,Kitchen Confidential: Adventures in the Culinary Underbelly,eng,4,134177
575,7669,7669,1525987,124,99244721,Michael Crichton,1999,Timeline,en-US,3.83,148563
576,19380,19380,2833018,1039,486266893,Voltaire,1759,Candide,eng,3.76,151471
577,84981,84981,1955922,127,374480095,Natalie Babbitt,1975,Tuck Everlasting,eng,3.85,174280
578,10629,10629,1150571,156,2253147699,"Stephen King, Marie Milpois",1983,Christine,fre,3.72,151160
579,197084,197084,1837885,44,1713221,P.D. Eastman,1960,Are You My Mother?,eng,4.16,174204
580,222078,222078,215065,102,071483355X,E.H. Gombrich,1950,The Story of Art,en-US,3.83,164708
581,13206760,13206760,18390691,64,312642962,Marissa Meyer,2013,Scarlet,eng,4.3,193766
582,69571,69571,3366043,185,751532711,Robert T. Kiyosaki,1997,"Rich Dad , Poor Dad",eng,3.95,153764
583,10637766,10637766,14158688,65,1442426640,Becca Fitzpatrick,2011,Silence ,eng,4.16,190722
584,6101718,6101718,6278977,67,670020559,Lev Grossman,2009,The Magicians,eng,3.47,147908
585,13615,13615,1782155,44,1421501686,"Tsugumi Ohba, Takeshi Obata",2004,デスノート #1 (Desu Nōto) Taikutsu (退屈),eng,4.42,139501
586,3682,3682,2113193,65,689875347,Libba Bray,2003,A Great and Terrible Beauty,eng,3.79,173613
587,256566,256566,886727,107,60529709,Jonathan Safran Foer,2002,Everything Is Illuminated,eng,3.9,131492
588,15769,15769,2508588,101,752863886,Robert Ludlum,1986,The Bourne Supremacy,en-US,4.09,142168
589,16056408,16056408,19113823,53,425266745,Tammara Webber,2012,Easy,en-CA,4.11,133937
590,58696,58696,4711940,1240,140439447,"Charles Dickens, Jeremy Tambling",1849,David Copperfield,eng,3.96,150512
591,693208,693208,829330,67,316013684,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian,eng,4.11,160607
592,117833,117833,876183,586,679760806,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,Мастер и Маргарита,eng,4.32,131389
593,13642,13642,113603,157,553383043,Ursula K. Le Guin,1968,A Wizard of Earthsea,en-US,3.99,155042
594,357664,357664,25169,77,763616052,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie,eng,4,154476
595,5148,5148,39755,82,743253973,John Knowles,1959,A Separate Peace,en-US,3.56,155901
596,5349,5349,3154548,117,385339607,John Grisham,1995,The Rainmaker,eng,3.91,137412
597,3836,3836,121842,1887,142437239,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605,Don Quijote de La Mancha,eng,3.85,134931
598,45107,77197,171715,108,6480098,Robin Hobb,1995,Assassin's Apprentice,eng,4.14,132777
599,8695,8695,1877624,162,345418921,Douglas Adams,1980,The Restaurant at the End of the Universe,eng,4.22,153838
600,7740152,7740152,7380161,82,385739141,Lauren Kate,2010,Torment,eng,3.89,174393
601,19321,19321,644171,1,723247706,Beatrix Potter,1901,The Tale of Peter Rabbit,eng,4.17,162373
602,65641,65641,1419727,257,64405044,"C.S. Lewis, Pauline Baynes",1953,The Silver Chair,eng,3.95,170453
603,2767793,2767793,2793516,63,765316897,Brandon Sanderson,2008,The Hero of Ages,eng,4.46,143622
604,68783,68783,926090,49,679746048,Susanna Kaysen,1993,"Girl, Interrupted",eng,3.9,145161
605,40173,40173,2270522,24,61173398,Chelsea Handler,2007,"Are You There, Vodka? It's Me, Chelsea",,3.85,127096
606,71728,71728,1743336,278,743278909,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull,en-US,3.8,133728
607,8755785,8755785,13629068,7,1481426303,Cassandra Clare,2014,City of Heavenly Fire,eng,4.48,177796
608,310259,310259,277308,54,920668372,"Robert Munsch, Sheila McGraw",1986,Love You Forever,en-GB,4.34,159703
609,10567,10567,3017730,123,1416524517,Stephen King,2006,Cell,en-US,3.64,144591
610,16158542,16158542,21998925,33,067002581X,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,eng,4.32,113565
611,7332,7332,4733799,339,618391118,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion,eng,3.87,134106
612,5094,5094,2113248,164,451210859,Stephen King,1987,The Drawing of the Three,eng,4.23,139052
613,3407877,3407877,3448086,119,330449605,Kate Morton,2008,The Forgotten Garden,en-GB,4.12,138377
614,17690,17690,2965832,915,99428644,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,Der Prozeß,eng,3.98,131856
615,22205,22205,132402,42,142501557,Sarah Dessen,2002,This Lullaby,eng,4.03,151829
616,14864,14864,3375925,65,743275012,Jodi Picoult,2000,Plain Truth,eng,3.97,128406
617,6314763,6314763,6499995,69,385523386,Piper Kerman,2010,Orange Is the New Black: My Year in a Women's Prison,eng,3.7,127186
618,8921,8921,3311984,1717,451528018,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles,eng,4.09,154517
619,11468377,11468377,16402639,106,374275637,Daniel Kahneman,2011,"Thinking, Fast and Slow",eng,4.08,136950
620,402045,402045,806813,103,345350499,Marion Zimmer Bradley,1982,The Mists of Avalon,eng,4.12,157736
621,37732,37732,4121,75,689841582,Judy Blume,1970,"Are You There God? It's Me, Margaret",eng,3.89,151789
622,15926,15926,943470,115,446612707,Nicholas Sparks,2002,Nights in Rodanthe,eng,3.82,129807
623,18775247,18775247,26680281,111,1476754454,Stephen King,2014,Mr. Mercedes,eng,3.92,125847
624,140075,140075,3159810,73,441014941,Charlaine Harris,2007,All Together Dead,eng,4.05,162689
625,5166,5166,3221872,39,375706771,Chris Bohjalian,1997,Midwives,en-US,3.97,133155
626,420282,420282,1045364,57,395389496,Chris Van Allsburg,1985,The Polar Express,en-US,4.29,168001
627,125507,125507,120878,39,140544518,"Jon Scieszka, Lane Smith",1989,The True Story of the Three Little Pigs,en-GB,4.29,141945
628,32682,32682,5054702,88,425134350,Tom Clancy,1987,Patriot Games,eng,4.11,141674
629,1431,1431,3287043,229,61124265,"Paulo Coelho, Margaret Jull Costa",1998,Veronika decide morrer,eng,3.69,111856
630,16071764,16071764,21865596,66,385349947,"Sheryl Sandberg, Nell Scovell",2013,"Lean In: Women, Work, and the Will to Lead",eng,3.94,135635
631,170210,170210,1053933,80,441013333,Charlaine Harris,2005,Dead as a Doornail ,eng,4.01,169560
632,10429045,10429045,15333458,77,62085484,Tahereh Mafi,2011,"Shatter Me (Shatter Me, #1)",en-US,4.01,176433
633,17214,17214,2534973,132,441783589,Robert A. Heinlein,1959,Starship Troopers,en-CA,3.99,136886
634,12033455,12033455,16327730,86,385342063,Sophie Kinsella,2011,I've Got Your Number,eng,3.93,144533
635,10959,10959,4432325,239,1857993284,"Jostein Gaarder, Paulette Møller",1991,Sofies Verden,eng,3.88,109692
636,11260526,11260526,16187316,14,316134112,Mark Cotta Vaz,2011,,eng,4.3,188136
637,76778,76778,4636013,271,553278223,Ray Bradbury,1950,The Martian Chronicles,en-US,4.12,143236
638,7331435,7331435,8975330,76,307592839,Jennifer Egan,2010,A Visit From the Goon Squad,eng,3.64,120126
639,93,93,1738595,771,753454947,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,Heidi,eng,3.97,144497
640,83763,83763,1258566,113,61015725,Michael Crichton,2002,Prey,,3.72,131352
641,84369,84369,1059917,245,7202326,C.S. Lewis,1956,The Last Battle,eng,4.02,158701
642,5064,5064,2845518,2,525950079,Ken Follett,2007,World Without End,eng,4.23,128715
643,1326258,1326258,1315683,77,312360304,"P.C. Cast, Kristin Cast",2008,Chosen: A House of Night Novel,en-US,3.9,180961
644,13372690,30333938,18602144,60,,Colleen Hoover,2012,Slammed,eng,4.29,153882
645,544891,544891,532177,74,60874163,Alex Flinn,2007,"Beastly (Beastly, #1, Kendra Chronicles, #1)",eng,3.84,150003
646,2696,2696,986234,634,140424385,"Geoffrey Chaucer, Nevill Coghill",1390,Tales of Caunterbury,eng,3.48,148480
647,42149,42149,1488992,43,312348649,Emily Giffin,2006,Baby Proof,en-US,3.71,124371
648,7664041,7664041,10260587,119,375856110,Christopher Paolini,2011,Inheritance,en-US,4.08,146905
649,10357575,10357575,18160093,107,307593312,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,いちきゅうはちよん [Ichi-Kyū-Hachi-Yon],eng,3.89,125195
650,46787,46787,2478635,1075,1840224029,Harriet Beecher Stowe,1852,Uncle Tom's Cabin or Life Among the Lowly,eng,3.83,137858
651,480204,480204,2259720,782,60809248,"Gaston Leroux, Alexander Teixeira de Mattos",1909,Le Fantôme de l'Opéra,eng,3.97,141110
652,140079,140079,1174101,75,441014917,Charlaine Harris,2006,"Definitely Dead (Sookie Stackhouse, #6)",en-US,4.02,163054
653,2526,2526,3213039,231,156007754,"José Saramago, Giovanni Pontiero",1995,Ensaio Sobre a Cegueira,en-US,4.08,98738
654,7905092,7905092,9585796,92,374158460,Jonathan Franzen,2010,Freedom,en-US,3.73,119213
655,15812814,15812814,14449475,63,142421715,Ally Condie,2011,Crossed,eng,3.52,100886
656,852470,852470,1008494,58,1423100034,Ally Carter,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You",en-US,3.82,150222
657,1768603,1768603,1766737,104,1416562591,Aravind Adiga,2008,The White Tiger,eng,3.71,114531
658,3805,3805,941200,133,1841156736,Jonathan Franzen,2001,The Corrections,eng,3.78,117657
659,88061,88061,86032,83,1921351438,Barack Obama,1995,Dreams from My Father,eng,3.81,128961
660,7672,7672,688299,83,60541830,Michael Crichton,1980,Congo,eng,3.55,129811
661,46677,46677,1086647,47,689711735,"Judith Viorst, Ray Cruz",1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",en-CA,4.22,146073
662,5439,5439,3301398,83,618101365,Jhumpa Lahiri,1999,Interpreter of Maladies,eng,4.12,110651
663,2767,2767,2185591,83,60838655,Howard Zinn,1980,A People's History of the United States: 1492 to Present ,eng,4.07,137372
664,251688,251688,2518209,254,679745653,Truman Capote,1958,Breakfast at Tiffany's,eng,3.89,129778
665,6690798,6690798,2802546,101,345504968,Justin Cronin,2010,The Passage,eng,4.04,126993
666,2744,2744,1007964,112,60515198,Neil Gaiman,2005,Anansi Boys,eng,4,137639
667,5664985,5664985,5836517,41,670011940,Sarah Dessen,2009,Along for the Ride,eng,4.08,151721
668,18693763,18693763,26542311,62,159420571X,Celeste Ng,2014,Everything I Never Told You,eng,3.78,108703
669,9328,9328,3374404,243,553383809,"Isabel Allende, Magda Bogin",1982,La casa de los espíritus,en-US,4.2,119930
670,11573,11573,2745957,145,451155750,Stephen King,1979,The Dead Zone,en-US,3.9,132723
671,16343,16343,3366260,876,646418432,"Agatha Christie, Ροζίτα Σώκου",1920,The Mysterious Affair at Styles,eng,3.98,135514
672,16304,853510,2285570,429,425200450,Agatha Christie,1934,Murder in the Calais Coach,eng,4.16,138444
673,15796700,15796700,21519538,83,307271080,Chimamanda Ngozi Adichie,2013,Americanah,eng,4.26,113252
674,7494,7494,141228,79,446611085,James Patterson,2001,Suzanne's Diary for Nicholas,eng,4.16,121398
675,233667,233667,1803,154,451167805,Stephen King,1980,Firestarter,eng,3.85,142213
676,15731779,15731779,21411971,76,425263924,Sylvia Day,2013,Entwined with You,eng,4.19,141641
677,6289283,6289283,6473602,70,307266303,Christopher McDougall,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",eng,4.27,109642
678,18293427,18293427,25694131,79,1616203218,Gabrielle Zevin,2014,The Storied Life of A.J. Fikry,eng,3.98,115393
679,475339,475339,2666907,74,590133373,Ludwig Bemelmans,1939,Mad About Madeline,en-GB,4.22,156726
680,1005,30186948,1199320,709,1585424331,Napoleon Hill,1937,Think and Grow Rich,eng,4.17,87445
681,8337,8337,1200805,132,60885378,"Laura Ingalls Wilder, Garth Williams",1932,Little House In The Big Woods,eng,4.16,165127
682,14201,14201,3921305,124,765356155,Susanna Clarke,2004,Jonathan Strange & Mr Norrell,eng,3.8,133683
683,3463,3463,1498124,105,446696137,Nicholas Sparks,2001,A Bend in the Road,eng,4.02,116800
684,12127810,12127810,21539506,63,1423146727,Rick Riordan,2013,The House of Hades,eng,4.54,159774
685,2536134,2536134,2543657,61,61448761,Michael  Grant,2008,Gone,eng,3.85,144606
686,3466,3466,1208014,85,446615862,Nicholas Sparks,2003,The Wedding,en-US,3.98,118045
687,1067,1067,3364186,38,743226720,David McCullough,2005,1776,eng,4.06,130293
688,10847,10847,1723947,37,330419129,Jon Krakauer,2003,Under the Banner of Heaven: A Story of Violent Faith,eng,3.98,112167
689,11447921,11447921,16381755,51,61928127,Jess Walter,2012,Beautiful Ruins,eng,3.67,116053
690,9742,9742,1716451,62,307237699,Barack Obama,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,en-US,3.69,110873
691,10569,10569,150292,122,743455967,Stephen King,1999,On Writing: A Memoir of the Craft,eng,4.31,131481
692,1472878,1472878,1463850,61,312364083,Kristin Hannah,2008,Firefly Lane,en-US,4.04,121966
693,455373,455373,2651694,122,345418972,Michael Crichton,1987,Sphere,eng,3.77,128244
694,2120652,2120652,1470370,47,312348673,Emily Giffin,2008,Love the One You're With,en-US,3.7,124812
695,18214414,18214414,25639104,109,316206873,"Robert Galbraith, J.K. Rowling",2014,The Silkworm,eng,4.03,120008
696,43814,43814,3241580,111,345476883,Anne Rice,1985,The Vampire Lestat,eng,4.05,141299
697,9118135,9118135,14893776,49,62049801,Ann Patchett,2011,State of Wonder,eng,3.85,124837
698,13539044,13539044,2915346,75,374533571,Matthew Quick,2008,The Silver Linings Playbook,en-US,4,110939
699,33507,33507,1112418,1691,076072850X,"Jules Verne, Anthony Bonner",1869,Vingt Mille Lieues Sous les Mers,eng,3.86,121112
700,16181,16181,1745738,63,743272498,Philippa Gregory,2005,The Constant Princess,en-US,3.88,124786
701,14942,14942,841320,572,151009988,"Virginia Woolf, Maureen Howard",1925,Mrs Dalloway,en-US,3.78,136327
702,13486632,13486632,10365993,173,1843913720,"Jonas Jonasson, Rod Bradbury",2009,Hundraåringen som klev ut genom fönstret och försvann,en-GB,3.81,92275
703,10589,10589,3254516,134,067102423X,Stephen King,1998,Bag of Bones,en-US,3.87,131004
704,4687,4687,3875895,114,786226749,John Irving,1985,The Cider House Rules,eng,4.1,124876
705,10605,10605,2791999,132,451190750,"Richard Bachman, Stephen King",1984,Thinner,en-GB,3.66,130219
706,54479,54479,4537271,1903,014044906X,"Jules Verne, Michael Glencross, Brian W. Aldiss",1872,Le tour du monde en quatre-vingts jours,eng,3.9,117108
707,53496,53496,1237212,65,60739495,Sharon Creech,1994,Walk Two Moons,eng,3.95,129350
708,1430,1430,1950213,194,60589280,"Paulo Coelho, Margaret Jull Costa",2003,Onze minutos,eng,3.69,102206
709,4009,4009,1839377,155,316767727,J.D. Salinger,1953,Nine Stories,eng,4.19,105138
710,13747,13747,3338312,64,031610969X,Julie Powell,2005,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",eng,3.67,121373
711,764347,764347,750423,62,1416912045,Neal Shusterman,2007,Unwind,eng,4.18,143892
712,10988,10988,3123704,96,385335989,Diana Gabaldon,1996,"Drums of Autumn (Outlander, #4)",eng,4.34,123736
713,13414446,13414446,18712554,61,399256768,Marie Lu,2013,Prodigy,eng,4.29,149702
714,12938,12938,2342136,1108,074348276X,William Shakespeare,1603,The Tragedie of King Lear,eng,3.89,135448
715,12898,12898,2722054,139,435233076,Arthur Miller,1949,Death of a Salesman,eng,3.49,132061
716,531350,25402194,2416287,101,446579920,Nicholas Sparks,2007,The Choice,en-US,3.99,93479
717,11742691,11742691,16692130,11,545422906,Kate Egan,2012,,en-US,4.51,119915
718,10975,10975,1168289,221,,William Faulkner,1929,The Sound and the Fury,eng,3.86,124665
719,76334,76334,2567181,45,452287588,Eckhart Tolle,2005,A New Earth: Awakening to Your Life's Purpose,eng,4.02,106211
720,2880,2880,1854946,34,1591164419,Tite Kubo,2002,BLEACH―ブリーチ―　1,eng,4.21,120004
721,17571564,17571564,24510592,24,1451666179,Allie Brosh,2013,,eng,4.17,118910
722,9539,9539,6591373,83,812513738,Robert Jordan,1992,The Shadow Rising ,en-US,4.21,122524
723,33600,33600,3174890,101,192076920X,Gregory David Roberts,2003,Shantaram,eng,4.26,95213
724,2233407,2233407,3159807,67,441015891,Charlaine Harris,2008,From Dead to Worse,eng,4.01,151095
725,34084,34084,1810634,151,670032565,"Stephen King, Ned Dameron",1991,The Waste Lands,eng,4.24,117483
726,2373,2373,2589896,109,451188454,Jeffery Deaver,1997,The Bone Collector,en-US,4.18,120541
727,101299,101299,23684,183,375408266,"Bernhard Schlink, Carol Brown Janeway",1995,Der Vorleser,eng,3.73,119911
728,759611,759611,810506,77,805047905,"Bill Martin Jr., Eric Carle",1967,"Brown Bear, Brown Bear, What Do You See?",eng,4.19,125668
729,77566,77566,1383900,107,553283685,Dan Simmons,1989,Hyperion,eng,4.21,122225
730,5308,5308,195832,233,142000698,John Steinbeck,1947,The Pearl of the World,eng,3.41,133264
731,179780,179780,1945267,1,61007226,William Peter Blatty,1971,The Exorcist,en-US,4.14,124467
732,7937462,7937462,11342428,93,031612558X,Stephenie Meyer,2009,The Short Second Life of Bree Tanner,eng,3.51,145874
733,77142,77142,1677615,97,067976402X,David Guterson,1994,Snow Falling on Cedars,eng,3.8,131945
734,546018,546018,2529422,102,440174643,Alex Haley,1976,Roots,en-US,4.42,118951
